title,date,content
Chakay ,01/09/2023,"Le k’áak’náabil ba’alche’a’, ts’a’aban u sientiifikoil k’aaba’ beey Panulirus argus, ts’o’okole’ jach k’a’anan ti’al kuxtal yaan ich ja’, beyxan ti’al wíinik, tu ya’alaj Gonzalo Merediz Alonso, máax jo’olbesik Amigos de Sian Ka'an.Tu ya’alaje’ u chakayil Caribee’, wa langosta, ku péek ichil tuláakal u ja’il le baanta je’elo’, tu ya’alaj. Ts’o’okole’, wa jok’a’an k’iine’, le krustaseoa’ ku máan u kaxt bo’oy, yéetel le je’elo’ uts ti’al máaxo’ob ku máan chuk kay, ti’ kaajo’ob je’ex Punta Allen, tumen beyo’ ku páajtal u séeb chuuko’ob ikil u k’a’abéetkunsiko’ob nu’ukul ku k’aaba’tik “casitas cubanas” ti’al u kóoliko’ob le chan ba’alche’a’, tumen ba’ax ku beetike’, u bo’oykinsik ja’, tu’ux ku yokol.
Tu tsikbaltaj chakaye’ je’el u p’isik tak 60 sentiimetróos tu chowakil, ts’o’okole’ yaan ka’ap’éel u nojoch k’i’ixel, yéetel ku bulkubáaj tak tu taamil 90 metróos.U boonile’ óol ya’ax wa éekume’en chak, ts’o’okole’ tu sóol u paache’ yaan u wáawayil sak, yéetel yaan ichil kamp’éel tak wakp’éel nojoch wiits’ k’an boonil tu nak’.Je’el u kuxtal tak 20 ja’abo’ob, yéetel ku jaantik aalgáas, u juubilo’ob k’áak’náak yéetel uláak’ ba’alche’ob yaan ich ja’.
"
Kaxta’ab u baakel u pool juntúul úuchben ba’alche’ kuxlaj Argentina,04/09/2023,"Junmúuch’ argentinoil páaleontologóose’ tu kaxtaj u baakel u pool jump’éel túumben jejeláasil anuro, juntúul ba’alche’ kuxtal tu jats k’iinil Pleistoceno ti’ le lu’umil je’elo’, beey jts’a’ab k’ajóoltbil tumen Museo Paleontológico de San Pedro.U múuch’il Grupo Conservacionista de Fósiles ti’ le kúuchill e’esajil yaan tu noj kaajil San Pedro, tu lu’umil Buenos Airese’, tu kaxtaj le úuchben ba’alche’ tukulta’an kuxtal walkil 100 mil ja’abo’ob paachil.
Úuchik u kaxta’al nonoj u baakel u pool le ba’alche’a’, béeychaj u ke’etel yéetel uláak’ úuchben baako’ob láayli’ ti’ le ba’alche’ob, le beetik páajchaj u ya’alale’ “Juntúul ba’alche’ mix juntéen yáax ila’ak”. Jump’éel túumben jejeláasil ba’alche’ suuka’an ka’ach u ts’onik je’el ba’axak ka máanak tu táan”, tsola’ab ti’ k’aa’ytajil beeta’ab. Beyxan yéetele’, ku béeytal u na’ata’al bix u jejeláasil ba’alche’ob te’e k’inako’obe’, yéetel bix úuchik u bin u k’éexelo’ob. Páatchaj xan u jeel tukulta’al uláak’ ba’alo’ob ti’ bix úuchik u ch’éejel ba’alche’ob tu k’iinil ka’aj yanchaj u ts’ook glasiasyoon tumen tu jelbesaj kuxtal nukuch ba’alob yaan ka’achij, ba’ale’ beyxan uláak’o’ob je’el bix muucho’ob.
"
Jmexikoil ajxak’al xooko’obe’ tu beetajo’ob u poolboil leeche ti’al u tséenta’al chan paalo’ob,04/09/2023,"Jmexikoil xak’al xooko’obe’ béeychaj u meyajtiko’ob leeche yéetel le ku chu’uch mejen paalal ti’al u beetiko’ob u poolboil, yéetele’ yaan u béeytal u tséenta’al u paalal ko’olel oksa’an tu kúuchil k’alab yéetel uláak’ mejen neene’ob ma’ táan u béeytal u ts’a’abal u chu’ucho’ob tumen u na’ob.Blanca Aguilar Uscanga, x-xaak’al ti’ u kúuchil ciencias exactas ti’ u noj najil xook Universidad de Guadalajara, tu ya’alaje’ xáanchaj lajunp’éel ja’ab tu meyaj ti’al u béeytal u yantal u leecheil yéetel le ku chu’uch mejen paalal ti’al u béeytal u meyaj, tumen najmal u yilik ma’ u k’astal.Ka’aj káaje’ chéen jump’éel u meyajil teesis ti’al u dóoktoradoil Biotecnología, ba’ale’ ka’aj ts’o’oke’ tu sutaj jump’éel baaako tu’ux ku líik’sa’al leeche yéetel le ku tséenta’al u paalal ko’olelo’ob k’ala’an yéetel ma’ tu béeytal u tséenta’al. Tu jo’oloje’, béeychaj túun u tikikúunsa’al yéetel u ju’uch’ul le leecheo’.
Tu tsolaje’, ti’ uláak’ u baankoilo’ob leeche’ yaan tu najilo’ob ts’ak yaj tu noj lu’umil Méxicoe’ yaan líik’sa’ani’, ba’ale’ ti’al u beeta’ale’ ku kóonjelarta’al yéetel ku páasteurisaarta’al, chéen ba’axe’ kéen beeta’ake’ yaan ba’alo’ob ku jelpajal ti’. “Tin tukultaj: k’a’anan in kaxtik bix in beetik ti’al ma’ u k’astal yéetel tu’ux ka béeyak in meyajtik ti’al u xáantal”, tu tsolaj.Yéetel u yáantajil túun xoknáalo’ob yéetel uláak’ máako’ob táan u xokik u dóoktorado’obe’, tu jo’oloj jayp’éel ja’abo’obe’, tu na’ato’obe’ u tikikúunsa’al kéen jo’op’ok u wiwits’ja’ta’ale’ asab uts ti’al ma’ u k’astal le lecheo’ yéetel ti’al u p’áatal beey ts’aka’anilo’, tumen ku p’áatal u próoteinasil, lípidos yéetel grasas tak tu 98 por sientoil, yéetel uláak’ ba’alo’ob, je’el bix lactoferrina, le je’ela’ jump’éel ba’al k’a’anan ti’al u yutsil tséenta’al mejen paalale’, ku p’áatal tak tu 90 por siento.Kúulpach ti’ ba’ax ku beeta’al tumen mola’ayo’ob ku koonole’, poolbo béeychaj u meyajtiko’obe’ ma’ ts’a’aban u jeel ba’alo’ob ti’al u mu’uk’ankúunsa’al, mina’an xan u kóonserbadoresil mix u sáaborisanteil, le beetik jach óole’ je’ex u ti’al le ku beetik ko’olel kéen jo’op’ok u tséentik u paalal.
"
Tren Maya yéetel uláak’ meyajo’obe’ bo’ol p’aax ti’al u noojol-lak’inil le lu’uma’,04/09/2023,"Le k’iino’ob máana’, u petenil Yucatáne’ tu yilaj ba’alo’ob bíin p’áatak tu k’ayla’ayil le lu’uma’ tu paach k’iin; yáax áalkab tu beetaj tsíimin k’áak’e’, j-úuch ka’alikil na’aka’an López Obradori’, ts’o’okole’ k’a’aytab ts’o’ok u je’ebel u joolilo’ob Chichén Viejo yéetel u bejilo’ob Q. Roo, ichil uláak’ ba’alo’ob. U bin u ts’o’oksa’al meyajo’ob táan u beeta’al ti’al u máan nojoch xnook’ol yéetel le uláako’obe’, uts lúubik ti’ le lu’uma’ tumen tu ts’áaj tu’ux u meyaj kaaj.
"
U winalil Téestamento tu lu’umil Yucatán yaan u ts’áak déeskuntos tak tu 100 por sientoil ,05/09/2023,"U jala’achil u lu’umil Yucatáne’ tu k’a’aytaj u nu’ukbesajil “Mes del Testamento” tu’ux yaan u yáanta’al kaaj ti’al ma’ u yantal u bo’otik, wa ti’al u p’íitchajal u bo’olil, najmal u beeta’al kéen jo’p’ok u beeta’al u ju’unil téestamento, ichil u winalilo’ob septiembre yéetel octubre.Beey túuno’, u jóok’sa’al jump’éel u ju’unil téestamento oloografóo, k’ajóolta’an beet u téestamentoil puño y letrae’ ma’ táan u tojoltik mix ba’al, ka’alikil u beeta’al téestamento tu táan Notario Público chéen yaan u tojoltik le beyka’aj jets’a’an tumen Colegio Notarial de Yucatán unaj u bo’ota’al ti’al le ja’aba’, 2 mil pesos.Beyxan a’alabe’, kéen beeta’ak téestamentóo tu táan Notario Públicoe’ yaan xan u yéensa’al u tojol ti’al wíinik ts’o’ok 60 u ja’abil, yéetel máaxo’ob yaan ti’ob wa ba’ax díiskapasidaad, ti’al u yantal u bo’otiko’ob chéen mil 600 pesos yóok’lal. Ichil túun máaxo’ob oka’ano’ob ti’al le utsila’, ti’ yaan xan éenfermeros yéetel páaramedikóos táan u meyajo’ob walkila’, yéetel u meyajnáalilo’ob Secretaría de Seguridad Pública (SSP).Ti’al u béeytal u beeta’al téestamento tu táan Notario Públicoe’ k’a’abéet u áaktail náasimiento máak, CURP, jump’éel íidentifikaasyóon yaan u yoochel máax beetik le ju’uno’ yéetel ka’atúul testigóos. 
Tu péetlu’umil Yucatáne’ yaan 134 u túul notaryóos je’el u béeytal u beetiko’ob le k’a’anan ju’una’. Uláak’ ba’ale’, wa yaan máax taak u beetik u ju’unil téestamento de ts’íib k’abile’, ku páajtal u t’aan Archivo Notarial ti’al u tsolnu’uktal bix u beeta’al, tumen ti’al u béeytale’ k’a’abéet ts’o’ok 18 u ja’abil máax beetik, beyxan u yojel xook yéetel ts’íib, yéetel najmal u beetik ka’atéen u ts’íibil, jach je’el bix beeta’abik le yáaxo’; u k’u’ubul u óorijinalil yéetel u yoochel INE, CURP yéetel u áaktail náasimiento, je’el bi xan u k’u’ubul u láapiseroil yéetel le ts’íibta’ab le ju’uno’. Ti’al u beeta’ale’, k’a’abéet u t’aan máak (999)9303022, extensión 53287 ti’al u k’áata’al jump’éel sitáa.Ma’ tun bin k’ambil ju’uno’ob beeta’an yéetle maakináa, mix ti’ kóomputadoráa w beeta’an tumen yaanal máak ti’ le máax k’áatiko’. Wa ma’ u yojel, wa ma’ tu béeytal u xook mix u ts’íibi’, ma’ táan u béeytal u beeta’al téestamento oloografóo, yéetel yaan u yantal u beeta’al tu táan Notario Público. Ti’al u yojéelta’al uláak’ ba’alo’obe’ k’a’abéet u túuxta’al ts’íib te’ela’: [email protected].
"
"Kaxta’ab juntúul Chakmo’ol tu kaajil Pátzcuaro, Michoacán; le tu’ux yaan ka’acho’ ma’ suuka’an u yila’ali’",05/09/2023,"Le 30 ti’ agosto máanika’, kaxta’ab tumen u meyajnáalilo’ob Instituto Nacional de Antropología e Historia (INAH), ichil jump’éel k’áax tu’ux táan ka’ach u beeta’al meyajo’ob te’e kaajo’, u chíikulal juntúul úuchben Chakmo’ol.Tumen ma’ jkaxta’ab uláak’ nu’ukulo’ob wa ba’alo’ob e’esik ba’axten wa bix úuchik u ts’a’abal le úuchben ba’alo’, ajxak’al xooko’obe’ ku ya’aliko’obe’ míin yanchaj u péeksa’al tu’ux yaan ka’achij, ts’o’oke’ míin naats’.
Ti’al túun u ts’aatáanta’ale’, u mola’ayil Secretaría de Cultura ti’ u Jala’achil u Noj Lu’umil México, ikil tu meyaj u kúuchil Centro INAH Michoacán, ts’o’ok u káajsik jump’éel nu’ukbesaj ti’al u ts’aatáantik le úuchben ba’ala’, ti’al u beeta’al uláak’ xaak’alo’ob tu bak’pachil.
"
Ts’o’ok u káajal u jóok’la’ajal máaxo’ob bin u cha’anto’ob Burning Man ,05/09/2023,"Cha’ane’ suuk u beeta’al ja’ab man ja’ab tu saamil Nevada (Estados Unidos), ba’ale’ ti’ le yanchaj walkila’, jp’áat k’aalil kex 64 mil u túul máako’obi’, úuchik u seen k’a’amtal cháak yéetel tumen láaj luuk’chaj lu’um. Le lunes máanik túuna’, béeychaj u bin u jóok’olo’ob.
"
"K’u’ob beeta’an yéetel sojol beyxan plaastikoe’, sajbe’entsil ti’al ch’íich’o’ob ku máano’ob chuuk",06/09/2023,"Jump’éel xaak’al beeta’ab tumen junmúuch’ ajxak’al xooko’obe’, tu ye’esaje’ aaguiláas ku máano’ob chuuke’ táan u k’a’abéetkunsiko’ob sojol yéetel plaastikóos ti’al u beetik u k’u’ob, ts’o’okole’ le je’elo’ jump’éel ba’al ku p’atik ich sajbe’entsil u kuxtalo’ob. 
Ti’al u beeta’al xaak’ale’ táan u táakpajal u máakilo’ob Museo Español de Ciencias Naturales (MNCN-CSIC), máaxo’ob tu xíimbalto’ob u patenil Boa
Vista, tu baantail u afrikanoil múuch’ peteno’ob Cabo Verde, tu k’áak’náabil Atlántico.
Ka’alikil máan u jatsk’iinilo’ob u ya’abtal ba’alche’, ichil u ja’abilo’ob 2019 yéetel 2022, ajxak’al xooko’obe’ tu jach ts’aatáantajo’ob bix beeta’anil 36 u p’éel k’u’ob, je’el bix xan beyka’aj ba’alche’ob ku tóop’olo’obi’, beyxan jaytúul u nojochilo’ob yéetel u mejenilo’ob kíimij úuchik u k’a’alo’ob ich báasuráa.
Tu ts’ook ila’abe’ ti’al u beeta’al 91.7 por sientoil k’u’obe’ k’a’abéetkunsa’ab sojol ba’alo’ob -xoka’ab mil 49 u p’éel ba’alob je’el bix reedes wa maayáas- yéetel u 88.9 por sientoile’, plaastikóos.
Ichil ba’ax a’alab tumen ajxak’al xooko’obe’, le beyka’aj xlalab ba’al kaxta’ab tu k’u’ aaguilas ku chuuke’, sajbe’entsil ti’ wíinik tumen, kéen máanak ja’abo’obe’, yaan u jelpajal xan bin u ya’abtalo’ob.
“To’one’ taak ka’ach kxak’altik ba’ax ku yúuchul yéetel ba’alche’ob kéen p’a’atak plaastikóos tumen wíinik te’e jáal ja’o’, ba’ale’ u ya’abile’ yéetel aaguiláa ku máan chuuk, suuk u tséentikubáaj yéetel kayo’ob, ts’o’okole’ suuka’an u beetik u k’u’ nuuktak, yéetel ku k’a’abéetkunsik ja’ab man ja’ab”, tu ya’alaj ajxak’al xooko’ob.
"
"Táan u líik’sa’al meyajo’ob ti’al u kaláanta’al ka náachchajak máak ti’ tuukul óotik u kíinsikubáaj, tu kaajil Jo’",06/09/2023,"U kúuchil Centro Peninsular en Humanidades y Ciencias Sociales (CEPHCIS) ti’ u noj najil xook UNAMe’, yaan u beetik u meyajil IV Jornada Regional de Prevención del Suicidio, le 8 ti’ septiembre ku taala’, tu Auditorioil u kúuchil  Rendón Peniche CEPHCIS, ti’ le UNAMo’. Laura Hernández Ruiz, xka’ansaj ku meyaj te’e kúuchilo’, leti’e’ máax jo’olbesik le meyaja’.
Beey túuno’, meyaje’ yaan u chúunsa’al láas 8:30 ja’atskab k’iin. P’el u ts’o’okole’ yaan u beeta’al u noj tse’ekil Comportamiento suicida y muerte por suicidio, tumen Arsenio Rosado Franco, máax jo’olbesik Centro Integral de Salud Mental (Cisame) Yucatán.
“U xaak’alta’al jejeláas ba’al yaan ba’al u yil yéetel u tselik máak u kuxtal ichil junjaats kaaje’, ts’o’ok u jach much’ik meyaj ya’abach máako’ob ti’ jejeláas díisisplináas. Ba’ale’, kex ts’o’ok u máan ya’abach ja’abo’o káajak u beeta’ale’, láayli’ u jach yantal wíinik ku kíinsikubáaj, ts’o’okole’ ma’ táan u beeta’al nu’ukbesajo’ob ka u séeb ts’aatáanto’ob ichil u poliitikáasil kaaj ku beeta’al ti’al ka ch’éeneko’ob. Le túune’, Jornadae’ táan u kaxtik u ye’esik le noj talamil yaana’, ti’ jejeláas paakato’ob, ti’al beyo’ u béeytal u patjo’oltal uláak’ meyajo’ob yéetel poliitikáas ka u beet u chan ch’éenel le talamila’ tu noj lu’umil Yucatán” tu tsikbaltaj Hernández Ruiz.
Ichil Jornada Regional de Prevención del Suicidio yaan u yantal ukjaats tsikbalo’ob tu’ux yaan u táakpajal máako’ob jach kaambanaja’ano’ob yóok’lal: “El suicidio y la educación”; “El suicidio y la psicología “; El suicidio y la medicina”; “El suicidio y las ciencias sociales”, “El suicidio y los medios de comunicación”; “El suicidio y el arte”; “Asociación y el suicidio”.
Le meyaja’ yaan u beeta’al le 8 ti’ septiembre ku taala’, láas 8:30 ja’atskab k’iin tak 8 áak’ab, ti’ kúuchil yaan yóok’ol u bejil 43 s/n, ichil 44 yéetel 46, tu koloonyail Industrial.
"
"Ichil lajuntúul máasewal ko’olele’, óoxtúul péech’óolt’aan: Conapred",06/09/2023,"U mola’ayil Consejo Nacional para Prevenir la Discriminación (Conapred) tu chíikbesaj ba’ax jóok’ ichil Encuesta Nacional sobre Discriminación (Enadis 2022), tu’ux ila’abe’ láayli’ yaan máasewal ko’olel ku péech’óolta’al tumen ts’a’aban u kuuch yóok’lal u ch’i’ibalo’ob ichil tuláakal u noj lu’umil México; ila’abe’ ti’ lajuntúulale’, óoxtulo’ob yaan wa ba’ax péech’óolalil u máansmajo’ob.Úuchik u máan U K’iinil Máasewal Ko’olel (le 5 ti’ septiembre máanika’), beeta’ab páayt’aan ti’al u mu’uk’ankúunsa’al ba’ax táan u beeta’al ti’al u táakbesa’al le jaats kaajila’ ti’ tuláakal tu’ux ku kuxtal wíinik, tumen ya’abach tu’ux ila’ane’ láayli’ u péech’óolta’alo’ob, je’el bix tráansportee puublikóo, najil xook, tu meyajo’ob, yéetel tak ichil u láak’tsilo’obi’.Máasewal ko’olel ts’o’ok 12 u ja’abil táakpaj ti’ le u xookil Enadis 2022e’, tu ya’alajo’obe’ leti’e’ tu’ux ku asab ya’ab chíikpajal pech’ óolal.
Xaak’al tu ye’esaje’, u ya’abil péech’ óol ku beeta’ale’ ku yúuchul kéen réechasarta’ak ko’olel, kéen tse’elek ti’ ba’ax ku beeta’al ti’ múuch’ kaajo’ob, ku ts’ée’ pakta’alo’ob, ku po’och’olo’ob yéetel ku ya’alal ba’al ti’ob, je’el bix xan ku yoksa’al saajkil ti’ob yéetel ku túulch’inta’alo’ob. Ts’o’okole’, ti’ lajuntúul máasewal paalal yaan wakp’éel u ja’abil wa maanal ti’e’, bolontúule’ ti’ yaan tu jach kaabal ayik’al kaaj, 53.6 por sientoe’ ti’ yaan tu jatsil kaabal, yéetel 37.7 por sientoe’ tu chúumuk kaabalil.Beyxan, ti’ óoxtúul ko’olele’, ka’atúul ku chíimpoltikubáaj beey máasewal, ts’o’okole’ ma’ ti’ noj kaaj kaja’ani’ (66.5 por sientoil), lela’, u k’áat u ya’ale’, kaaj tu’ux yano’obe’ ma’ tu píitmáansik 15 mil kajnáalo’ob. Tu noojol-lak’inil México yaan u ya’abil ko’olel chíimpolta’an beey máasewal.Ichilo’obe’ ti’ yaan Oaxaca (15.7 por siento), Veracruz (12.2 por siento), Puebla (8.7 por siento), Guerrero (8.2 por siento) yéetel u estadoil México (7.9 por siento).
"
Jach óolak ch’éejek wíinik walkil 900 mil ja’abo’ob; chéen p’aatal ka’ach kex mil 300 u túulal,07/09/2023,"U ch’i’ibal wíinik kuxlaj walkil ya’abach ja’abo’ob paachile’, sajbe’entsil kuxlaj ti’al u káajbal yéetel u chúumuk u jats k’iinilo’ob Pleistoceno, tumen jach p’íitchaj le jaytúul xiibo’ob yaan ka’ach ti’al ka béeyak u ya’abtalo’obi’, le beetike’ chéen jp’áat óoli’ mil 300 u túulal, le beetike’ je’el ka’ach u jelpajal wíinik je’el bix k-k’ajóolmilo’ob tak bejla’e’.Jump’éel xaak’al xook jts’a’ab k’ajóoltbil tu pikil ju’unil Science jo’olbesa’an tumen Academia China de Ciencia tu ts’áaj k’ajóoltbile’ yaan jump’éel noj tuukul a’alike’, ichil u ja’abil 800 tak 900e’,  yanchaj jump’éel “cuello de botella” tu’ux, ti’al u káajbale’, pe’erchaj u 98,7 por siento úuchben máako’ob.Beey túuno’, ku tukulta’ale’, úuchik u ch’éejel le beyka’aj máako’, úuch yóok’lal bix úuchik u k’éexel yóok’ol kaab te’e k’inako’obe’: ka’aj úuch b’alao’ob yéetel gláasiasyoone’ yanchaj k’eexilo’ob tu síisil yéetel tu k’íinalil yóok’ol kaab, le beetike’ chowakchaj yáax k’iin, yéetel ch’éej uláak’ ba’alche’ob k’a’antak ti’al u tséentikubáaj máak, ts’íibta’abij.
"
Yáax juntéen úuchik u jach beetik ooxol ku xu’ulsaj óol te’e winalo’oba’: Copernicus,07/09/2023,"Agosto máanike’, ma’ chéen leti’e’ tu’ux jach tu beetaj ooxolo’, je’el bix jets’a’ab tumen ajxak’al xooko’ob yéetel u túumben nu’ukulo’obi’; beyxan u ka’ap’éel winalil tu’ux asab chokochaj u yooxol ichil tuláakal u k’ajla’ayil wíinik, chéen tu paach julio ti’ u ja’abil 2023, k’a’aytab tumen Organización Meteorológica Mundial. 
"
Bix úuchik u ''wéekel'' chak boon ichil tuláakal u noj lu’umil México tumen wech lu’um,07/09/2023,"Ti’al maayaob yéetel aztecaobe’, chak boon ku jóok’sa’al ti’ wech lu’ume’, u chíikulal yuumtsilo’ob, yuum K’iin yéetel k’i’ik’, ts’o’okole’ suukchaj u k’a’abéetkunsa’al ka’alikil beeta’ab kili’ich k’uubajilo’ob tumen úuchben miatsilo’ob; ba’ale’, ka’aj k’uch sak wíiniko’obe’, jach k’a’anankúunsa’ab le boono’, yéetel káaj u seen beeta’al ti’al u túuxtal tak uláak’ noj lu’umo’ob. 
Ichil ba’ax a’alan tumen u noj najil xook Universidad de Harvard, chéen u máasewal kaajilo’ob México u yojelo’ob bix u tséenta’al le chan ba’alche’a’ ku kajtal ich pak’am yéetel bix u beeta’al ti’al u jóok’sa’al u boonil.
“U beeta’al boone’ meyaj jéets’ ku béeytal u beeta’al chéen tumen máasewalo’ob, kex mix bik’in chíimpolta’abo’ob tu yóok’lal”, a’alab tumen Universidad de Harvard.
Ti’al u jóok’sa’al boone’, ku ch’a’abal wech lu’um tu k’ab pak’ame’, ts’o’okole’ ku tikinkúunsa’al yéetel ku ju’uch’ul ti’al u jóok’sa’al u poolboil, ti’al túun u ts’a’abal jayp’éel kiimikóos ti’ ti’al u beeta’al le boonilo’. Ku k’a’abéetkunsa’al kex 70 mil ik’elo’ob ti’al u beeta’al jump’éel kiloo boon. Le je’elo’ ku jóok’ol tumen yaan aasidóo karmiinikóo, ba’ax ku beeta’al tumen Dactylopius coccus, u sientiifikoil k’aaba’ le chan ik’ela’.
Tu jo’oloj ya’abach ja’abe’, sak wíiniko’obe’ tu ch’a’aj u meyajto’ob úuchik u palitsilta’al máasewalo’ob, ba’ale’ siiglóo XVIII europeoilo’obe’ tu na’ato’ob bix u beeta’al yéetel bix u jóok’sa’ale’ ka’aj yanchaj u jeelo’ob meyajtik.Walkila’, boone’ ku beeta’al yéetel sinteetikóo ba’alo’ob, ba’ale’ yaan kaajo’ob tu’ux láayli’ u meyajta’ale’.
"
Sak chi’ik,07/09/2023,"Jach chéen jats’uts u k’aay, ts’o’okole’ u yojel u yéets’ uláak’ ch’íich’o’ob, sak chi’ike’, kaja’an Laguna de Términos, yéetel u ch’a’amaj u ch’i’ibal ti’ u baatsil Mimidae.
Yaan uláak’ tu’uxe’ k’ajóolta’an beey sinsontle común, paraulata llanera, centzontle sureño, calandria tropical yéetel mirla blanca.
Ma’ seen nojochi’; ku p’isik tak 25 sentiimetróos. U pool yéetel u paache’ samal boox, u xiik’e’ boox yéetel u jáalikilo’obe’ sak, tu tsikbaltaj Jacqueline May Díaz, máax beetik u k’a’aytajilo’ob u múuch’il “Desarrollo y Medio Ambiente, A.C.”. Tu ya’alaj xane’, u nej sak chi’ike’ boox; u nak’, u tseem yéetel u kaale’, sak. “U xaawe’ boox, beyxan u koj yéetel u yoche’ k’aank’an”.
Sak chi’ike’ ku yila’al tu chúumukil México tak tu lak’inil Brasil, ba’ale’ yaan tu’ux mina’an je’el bix Panamá yéetel Costa Rica. Xbiologáa Yanec Jiménez Ruiz, tu ya’alaje’ tu péetlu’umil Quitana Rooe’ kaja’an Laguna de Términos, u ya’abile’ tu’ux yaan ka’anal k’áax, Península de Atasta, Sabancuy yéetel tu baantail Ríos, Mamantel.
Ku yojéelta’al sak chi’ik ku k’aay, tumen jach jats’uts yéetel jejeláas bix u beetik. Ku tséentikubáaj yéetel ik’elo’ob, u yich che’ yéetel i’inajo’ob.
"
"Xya’axkach jelbesa’an u ch’i’ibale’ béeychaja’an u ts’áak  u mejenil kex mina’an u xiibili’, chíikpaj ti’ xaak’al",11/09/2023,"Xya’axkacho’ob jaantik u yich che’obe’, ku béeytal u yantal u mejenil kex mina’an u xibil ba’alche’il, beey chíikpaj ti’ jump’éel xaak’al beeta’abij.
Junmúuch’ u ajxak’al xookilo’ob Universidad de Cambridge (Reino Unido), tu xak’altaj ba’ax táan u yúuchul yéetel u xya’axkachil Drosophila melanogaster, tu’ux ila’abe’ táan u ts’áak u mejenil ba’ale’ yéetel ba’ax k’aaba’inta’an beey “partenogénesis”, le je’ela’ ku yúuchul kéen súutuk embrion le oobulóo’, kex ma’ yáax kóojsa’ak tumen espeermai’.
Xaak’ale’ jts’a’ab k’ajóoltbil tu pikil ju’unil Current Biology, tu’ux a’alabe’ jumpuul káajak u síijsa’al beyo’, ku máansik xan ti’ u mejen kéen u ts’aej. Le beetike’, xya’axkache’ ku béeytal u yantal u mejenil sexualmente wa yaan u xiibil, ba’ale’ wa mina’ane’ ku ts’áak chéen tu juun.
Beey túuno’, kéen u síijs u mejenil chéen tu juunale’, ma’ tu jóok’ol jach je’ex u na’obe’, ba’ale’ u ch’i’ibale’ jach óoli’ beyo’, yéetel kéen yanako’obe’ láaj ch’upul xya’axkach. 
“Jach noj ba’al tin wilaj bix úuchik u ts’áak u mejenil juntúul xya’axkach ku béeytal u ts’áak ulaák’ u mejenil kéen nojochchajak, ts’o’okole’ u beeta’al tuka’atéen tumen le ku líik’lo’obo’”, tu ya’alaj u yáax yuumil xaak’al, Alexis Sperling.
Beey túuno’, u xch’uupil ya’axkach jelbesa’an u ch’i’ibale’ máan u kaxt u xiibil ba’alche’ kex chúumuk u kuxtal, óoli’ 40 k’iino’ob, “ba’ale’ náak u yóolo’obe’ ka’aj káaj u ts’áak u mejenil chéen tu juunal”, tu ya’alaj.
Ma’ili’ k’uchuk ajxaak’alo’ob yiknal xya’axkach jelbesa’ane’, múuch’ xaak’alo’obe’ yanchaj u ts’íibtik ba’axo’ob jeenesil yaan ti’ ka’ap’éel u seepasil uláak’ juntúul xya’axkach, Drosophilia mercatorum. Tu’ux ila’abe’ juntúul ti’ le je’elo’obo’, jach k’a’abéet ti’ u xiibil ti’al u yantal u mejenil, yéetel uláak’e’ ku tsa’ayal chéen tu juunal.
Lee: Moscas modificadas genéticamente han logrado reproducirse sin macho, revela estudio
"
